start_Longitude,start_Latitude,end_Longitude,end_Latitude,Speed
-79.38999,43.6472,-79.38995,43.64711,50
-79.40412,43.66079,-79.40394,43.66034,50
-79.41213,43.65918,-79.41152,43.6593,50
-79.41271,43.65906,-79.41213,43.65918,50
-79.36952,43.66131,-79.36949,43.66124,50
-79.40753,43.65603,-79.40702,43.65472,40
-79.40769,43.65637,-79.40753,43.65603,40
-79.39485,43.64478,-79.39469,43.64438,40
-79.40394,43.66034,-79.40376,43.65989,50
-79.39093,43.64946,-79.39076,43.6491,50
-79.39109,43.64987,-79.39093,43.64946,50
-79.39613,43.65333,-79.39553,43.65345,40
-79.39586,43.65267,-79.39569,43.65225,50
-79.41032,43.65144,-79.40971,43.65156,40
-79.4109,43.65133,-79.41032,43.65144,40
-79.4109,43.65133,-79.41054,43.65033,50
-79.39355,43.65493,-79.39286,43.65508,50
-79.39423,43.65478,-79.39355,43.65493,50
-79.39165,43.65481,-79.39144,43.6543,50
-79.39597,43.65872,-79.39563,43.65876,40
-79.40844,43.65993,-79.40799,43.66002,50
-79.40907,43.6598,-79.40844,43.65993,50
-79.39449,43.65846,-79.39396,43.6572,50
-79.39468,43.65896,-79.39449,43.65846,50
-79.40161,43.65045,-79.40137,43.64984,50
-79.40184,43.65099,-79.40164,43.65051,50
-79.40204,43.66119,-79.40154,43.66129,50
-79.40236,43.66112,-79.40204,43.66119,50
-79.37608,43.64996,-79.37593,43.64958,50
-79.37616,43.65014,-79.37608,43.64996,50
-79.37573,43.6517,-79.37617,43.6516,50
-79.39495,43.64502,-79.39485,43.64478,40
-79.39515,43.64543,-79.39495,43.64502,40
-79.39863,43.65702,-79.39855,43.65683,35
-79.37714,43.6565,-79.3777,43.65638,40
-79.37444,43.65386,-79.37436,43.65366,50
-79.37495,43.65514,-79.37444,43.65386,50
-79.40015,43.64798,-79.39967,43.64808,40
-79.4006,43.64789,-79.40015,43.64798,40
-79.39968,43.64351,-79.39955,43.64319,50
-79.39977,43.64373,-79.39968,43.64351,50
-79.38539,43.66171,-79.3845,43.66191,50
-79.38608,43.66155,-79.38598,43.66157,50
-79.3861,43.66252,-79.38593,43.66256,50
-79.39049,43.64499,-79.39032,43.64456,50
-79.39238,43.65031,-79.39228,43.65006,30
-79.4068,43.64743,-79.4067,43.6471,50
-79.40081,43.65786,-79.40067,43.65788,40
-79.40103,43.65781,-79.40081,43.65786,40
-79.40824,43.65121,-79.40796,43.65055,50
-79.40848,43.6518,-79.40824,43.65121,50
-79.38653,43.66146,-79.38625,43.66151,50
-79.38769,43.6612,-79.38712,43.66132,50
-79.39424,43.65152,-79.39371,43.65163,50
-79.39528,43.65128,-79.395,43.65134,50
-79.39514,43.6509,-79.39512,43.65084,35
-79.39528,43.65128,-79.39515,43.65094,35
-79.40402,43.66312,-79.40388,43.66272,50
-79.39243,43.65668,-79.39226,43.65627,50
-79.4003,43.64506,-79.40004,43.64444,50
-79.40042,43.64533,-79.4003,43.64506,50
-79.41059,43.6554,-79.41048,43.65542,50
-79.41118,43.65525,-79.41099,43.65476,30
-79.41122,43.65534,-79.41118,43.65525,50
-79.4124,43.65496,-79.41219,43.65444,30
-79.41242,43.65501,-79.4124,43.65496,50
-79.40926,43.65702,-79.40902,43.65644,50
-79.40831,43.65636,-79.40772,43.65647,40
-79.40844,43.65633,-79.40831,43.65636,40
-79.40741,43.65244,-79.40726,43.65205,50
-79.40798,43.65385,-79.40741,43.65244,50
-79.37139,43.65921,-79.37133,43.65906,40
-79.36917,43.66043,-79.36869,43.65931,50
-79.36949,43.66124,-79.36917,43.66043,50
-79.39206,43.65582,-79.39203,43.65576,50
-79.39226,43.65627,-79.39222,43.65619,50
-79.39201,43.65571,-79.3919,43.65545,50
-79.39203,43.65576,-79.39201,43.65571,50
-79.38375,43.64565,-79.38359,43.64534,50
-79.38377,43.64584,-79.38378,43.64575,50
-79.38334,43.64513,-79.38256,43.64527,40
-79.38347,43.6451,-79.38334,43.64513,40
-79.37337,43.64875,-79.37351,43.6487,40
-79.37992,43.65719,-79.37959,43.6563,35
-79.38963,43.63934,-79.38985,43.6393,40
-79.39233,43.63846,-79.39224,43.63849,50
-79.392,43.63773,-79.39192,43.63775,40
-79.39285,43.63877,-79.393,43.63879,50
-79.39285,43.63877,-79.39356,43.63864,50
-79.39753,43.64175,-79.39747,43.64177,40
-79.3929,43.6398,-79.39274,43.63944,40
-79.38343,43.64085,-79.38339,43.64073,50
-79.36559,43.6451,-79.36611,43.64493,40
-79.36537,43.64517,-79.36546,43.64514,40
-79.37746,43.64211,-79.37737,43.64196,40
-79.41641,43.66012,-79.41638,43.66008,35
-79.38147,43.64153,-79.38192,43.64133,50
-79.3899,43.65503,-79.38969,43.65508,35
-79.39212,43.63801,-79.392,43.63773,40
-79.39225,43.63831,-79.39213,43.63803,40
-79.38056,43.64067,-79.38052,43.64057,40
-79.3803,43.64029,-79.38009,43.64008,40
-79.38049,43.64051,-79.38045,43.64045,40
-79.37637,43.64133,-79.37616,43.6414,40
-79.37654,43.64127,-79.37637,43.64133,40
-79.37498,43.64179,-79.37491,43.64182,40
-79.37508,43.64176,-79.37498,43.64179,40
-79.36559,43.64549,-79.36537,43.64517,40
-79.36595,43.64605,-79.36591,43.64598,40
-79.36634,43.64685,-79.36628,43.64669,40
-79.36642,43.64708,-79.36634,43.64685,40
-79.36663,43.64753,-79.36655,43.64736,40
-79.36703,43.64845,-79.36663,43.64753,40
-79.36717,43.64879,-79.36711,43.64864,40
-79.36737,43.64926,-79.36728,43.64904,40
-79.36747,43.64948,-79.36744,43.64942,40
-79.36765,43.64991,-79.36747,43.64948,40
-79.36774,43.65013,-79.36765,43.64991,40
-79.36785,43.65039,-79.36774,43.65013,40
-79.36804,43.65083,-79.36803,43.65081,40
-79.36808,43.65092,-79.36804,43.65083,40
-79.36794,43.65059,-79.36785,43.65039,40
-79.36799,43.65071,-79.36794,43.65059,40
-79.36813,43.65105,-79.36808,43.65092,40
-79.36822,43.65127,-79.36813,43.65105,40
-79.36833,43.65152,-79.36822,43.65127,40
-79.3686,43.65214,-79.3685,43.65192,40
-79.36842,43.65173,-79.36833,43.65152,40
-79.3685,43.65192,-79.36842,43.65173,40
-79.36883,43.65269,-79.3688,43.65262,40
-79.36895,43.65297,-79.36883,43.65269,40
-79.36912,43.65339,-79.369,43.6531,40
-79.3692,43.65364,-79.36919,43.65359,40
-79.36929,43.654,-79.36924,43.65385,40
-79.36935,43.65428,-79.36929,43.654,40
-79.36941,43.65453,-79.36935,43.65428,40
-79.36978,43.65543,-79.36965,43.65512,40
-79.36989,43.65566,-79.36978,43.65543,40
-79.37022,43.65646,-79.3701,43.65616,40
-79.37033,43.65672,-79.37022,43.65646,40
-79.36982,43.65621,-79.36993,43.6562,40
-79.36949,43.65627,-79.36968,43.65624,40
-79.37062,43.65604,-79.37093,43.65597,40
-79.3701,43.65616,-79.37023,43.65613,40
-79.3746,43.65522,-79.37495,43.65514,40
-79.37441,43.65526,-79.3746,43.65522,40
-79.37429,43.65528,-79.37441,43.65526,40
-79.37389,43.65537,-79.37429,43.65528,40
-79.37693,43.65471,-79.37708,43.65467,40
-79.37644,43.65483,-79.37674,43.65475,40
-79.37614,43.65489,-79.37644,43.65483,40
-79.37585,43.65494,-79.37614,43.65489,40
-79.37226,43.65266,-79.37233,43.65266,40
-79.37157,43.65282,-79.37194,43.65274,40
-79.38119,43.64221,-79.38115,43.64209,40
-79.38161,43.64329,-79.38157,43.64319,40
-79.38171,43.64354,-79.38161,43.64329,40
-79.39466,43.64252,-79.39436,43.6426,40
-79.39531,43.64235,-79.39517,43.64239,40
-79.39244,43.64311,-79.39209,43.6432,40
-79.39171,43.64329,-79.39124,43.64341,40
-79.39209,43.6432,-79.39171,43.64329,40
-79.39021,43.64365,-79.38998,43.6437,40
-79.39045,43.6436,-79.39021,43.64365,40
-79.39074,43.64353,-79.39045,43.6436,40
-79.38928,43.64385,-79.38913,43.64389,40
-79.38913,43.64389,-79.389,43.64392,40
-79.38762,43.64422,-79.38721,43.64431,40
-79.38835,43.64406,-79.38762,43.64422,40
-79.38377,43.64584,-79.38372,43.64578,40
-79.37967,43.64733,-79.3794,43.64669,40
-79.37927,43.64638,-79.37915,43.6461,40
-79.3794,43.64669,-79.37927,43.64638,40
-79.37814,43.6437,-79.37801,43.64337,40
-79.38282,43.65333,-79.38265,43.65295,40
-79.38292,43.65359,-79.38282,43.65333,40
-79.38303,43.65389,-79.38292,43.65359,40
-79.37965,43.65415,-79.37997,43.65408,40
-79.37631,43.66029,-79.37643,43.66026,40
-79.37585,43.66039,-79.37631,43.66029,40
-79.37907,43.65972,-79.37928,43.65967,40
-79.3831,43.65407,-79.38303,43.65389,40
-79.38317,43.65427,-79.3831,43.65407,40
-79.38329,43.6546,-79.38322,43.65441,40
-79.3835,43.65518,-79.38345,43.65507,40
-79.38356,43.65534,-79.3835,43.65518,40
-79.38362,43.6555,-79.38356,43.65534,40
-79.38372,43.65574,-79.38362,43.6555,40
-79.38596,43.66103,-79.38593,43.66097,40
-79.38604,43.66133,-79.38599,43.6611,40
-79.38608,43.66155,-79.38604,43.66133,40
-79.36561,43.65682,-79.36567,43.6568,40
-79.36534,43.65689,-79.36546,43.65686,40
-79.37133,43.65906,-79.37122,43.6588,40
-79.37079,43.6578,-79.37033,43.65672,40
-79.37087,43.658,-79.37079,43.6578,40
-79.37101,43.65832,-79.37087,43.658,40
-79.37112,43.65857,-79.37101,43.65832,40
-79.37122,43.6588,-79.37112,43.65857,40
-79.37204,43.66076,-79.37202,43.66071,40
-79.37208,43.66086,-79.37204,43.66076,40
-79.37211,43.66093,-79.37208,43.66086,40
-79.37224,43.66123,-79.37211,43.66093,40
-79.37232,43.66144,-79.37224,43.66123,40
-79.37239,43.66161,-79.37232,43.66144,40
-79.37277,43.65797,-79.37282,43.65794,40
-79.37238,43.65817,-79.37251,43.65812,40
-79.38672,43.66336,-79.38668,43.66324,40
-79.38647,43.66275,-79.38635,43.66247,40
-79.38654,43.66291,-79.38649,43.66279,40
-79.3862,43.66207,-79.38616,43.66199,40
-79.38624,43.66218,-79.3862,43.66207,40
-79.38635,43.66247,-79.38628,43.66229,40
-79.3861,43.66181,-79.38609,43.66169,40
-79.38616,43.66199,-79.38613,43.66192,40
-79.39833,43.66376,-79.39823,43.66354,40
-79.39635,43.65904,-79.3963,43.65895,40
-79.39641,43.65916,-79.39638,43.65909,40
-79.39597,43.65872,-79.39593,43.65869,40
-79.39393,43.65404,-79.39385,43.65382,40
-79.39403,43.65431,-79.39393,43.65404,40
-79.39385,43.65382,-79.39373,43.65354,40
-79.39324,43.65238,-79.39307,43.652,40
-79.3934,43.65274,-79.39324,43.65238,40
-79.38666,43.65813,-79.38638,43.65818,40
-79.38685,43.65809,-79.38666,43.65813,40
-79.39594,43.64088,-79.39598,43.64089,50
-79.37661,43.64589,-79.37787,43.64574,35
-79.40165,43.66222,-79.40138,43.6623,35
-79.40854,43.6618,-79.40785,43.66192,40
-79.40005,43.66349,-79.39969,43.66259,50
-79.40223,43.66306,-79.40212,43.66308,40
-79.41096,43.66127,-79.41035,43.6614,40
-79.41402,43.66061,-79.41343,43.66075,40
-79.42125,43.65915,-79.421,43.6592,40
-79.4048,43.66252,-79.40464,43.66209,50
-79.40415,43.66219,-79.40406,43.66221,35
-79.4029,43.66245,-79.40356,43.66231,35
-79.40306,43.66286,-79.40297,43.66289,40
-79.40415,43.66219,-79.40419,43.66218,35
-79.41582,43.66024,-79.41544,43.66032,40
-79.41641,43.66012,-79.4162,43.66017,40
-79.41689,43.66002,-79.41641,43.66012,40
-79.41875,43.65902,-79.41892,43.65956,35
-79.42066,43.65929,-79.4201,43.6594,40
-79.41522,43.66037,-79.41463,43.66049,40
-79.41532,43.66035,-79.41522,43.66037,40
-79.40664,43.66216,-79.40603,43.66228,40
-79.41803,43.65979,-79.41785,43.65983,40
-79.41809,43.65978,-79.41803,43.65979,40
-79.41155,43.66114,-79.41131,43.66119,40
-79.40977,43.66153,-79.40925,43.66165,40
-79.40603,43.66228,-79.4054,43.6624,40
-79.42223,43.65895,-79.42188,43.65902,40
-79.42247,43.6589,-79.42223,43.65895,40
-79.42157,43.65908,-79.42125,43.65915,40
-79.42188,43.65902,-79.42157,43.65908,40
-79.4201,43.6594,-79.41993,43.65943,40
-79.41918,43.65956,-79.41894,43.65961,40
-79.41953,43.65949,-79.41941,43.65952,40
-79.41708,43.65998,-79.41689,43.66002,40
-79.41748,43.65991,-79.41708,43.65998,40
-79.41417,43.66058,-79.41402,43.66061,40
-79.4144,43.66053,-79.41439,43.66053,40
-79.41463,43.66049,-79.4144,43.66053,40
-79.41281,43.66088,-79.41268,43.66091,40
-79.41246,43.66096,-79.41239,43.66098,40
-79.41268,43.66091,-79.41246,43.66096,40
-79.41167,43.66112,-79.41155,43.66114,40
-79.41191,43.66107,-79.41167,43.66112,40
-79.41219,43.66101,-79.41191,43.66107,40
-79.41017,43.66144,-79.40977,43.66153,40
-79.41035,43.6614,-79.41017,43.66144,40
-79.40679,43.66213,-79.40664,43.66216,40
-79.40722,43.66205,-79.40679,43.66213,40
-79.39977,43.66355,-79.39954,43.6636,40
-79.40005,43.66349,-79.39977,43.66355,40
-79.39903,43.66371,-79.39896,43.66373,40
-79.36484,43.64809,-79.36505,43.64804,35
-79.37,43.64758,-79.36998,43.64759,35
-79.3685,43.64729,-79.36917,43.64714,35
-79.36944,43.6478,-79.36941,43.64774,35
-79.37873,43.64501,-79.3787,43.64492,40
-79.3787,43.64492,-79.37867,43.64486,40
-79.36975,43.64704,-79.36979,43.64706,35
-79.36917,43.64714,-79.36967,43.64703,35
-79.36511,43.64872,-79.36506,43.64861,35
-79.36787,43.64745,-79.36789,43.64743,35
-79.36819,43.64818,-79.36796,43.64766,35
-79.37645,43.64549,-79.37643,43.64545,40
-79.36445,43.64886,-79.36376,43.64903,35
-79.39094,43.64228,-79.39094,43.64214,50
-79.36445,43.64886,-79.36465,43.64882,35
-79.36706,43.64853,-79.36703,43.64845,40
-79.36711,43.64864,-79.36709,43.64858,40
-79.40129,43.66324,-79.40093,43.66331,40
-79.40435,43.66262,-79.40388,43.66272,40
-79.4048,43.66252,-79.40435,43.66262,40
-79.40388,43.66272,-79.40349,43.66279,40
-79.40154,43.66319,-79.40129,43.66324,40
-79.40202,43.6631,-79.40154,43.66319,40
-79.40054,43.66339,-79.40005,43.66349,40
-79.40064,43.66337,-79.40054,43.66339,40
-79.37842,43.64434,-79.37837,43.64424,40
-79.37845,43.6444,-79.37842,43.64434,40
-79.39094,43.64209,-79.39094,43.64206,50
-79.39094,43.64214,-79.39094,43.64211,50
-79.39901,43.66086,-79.39957,43.66075,35
-79.40342,43.65321,-79.40346,43.6533,35
-79.40334,43.65299,-79.40342,43.65321,35
-79.36559,43.6451,-79.36548,43.6449,50
-79.38093,43.64706,-79.38077,43.64662,35
-79.37959,43.66247,-79.37955,43.66238,40
-79.37966,43.66262,-79.37963,43.66257,40
-79.37877,43.66265,-79.37875,43.6626,35
-79.40633,43.65305,-79.40623,43.65281,40
-79.40481,43.65265,-79.4048,43.65266,50
-79.40481,43.65256,-79.40482,43.65259,50
-79.40532,43.6526,-79.40523,43.65263,35
-79.38727,43.6457,-79.38717,43.64572,50
-79.37947,43.6625,-79.37959,43.66247,35
-79.37877,43.66265,-79.37947,43.6625,35
-79.38536,43.65029,-79.38532,43.65015,35
-79.38245,43.66222,-79.38272,43.66216,50
-79.39034,43.63808,-79.39011,43.63813,40
-79.39053,43.63804,-79.39034,43.63808,40
-79.3843,43.63931,-79.38397,43.63936,40
-79.3871,43.63881,-79.38662,43.6389,40
-79.41883,43.65964,-79.41826,43.65975,40
-79.41894,43.65961,-79.41883,43.65964,40
-79.37512,43.65555,-79.37509,43.65548,50
-79.37535,43.65611,-79.37531,43.65601,50
-79.39929,43.64256,-79.39925,43.64247,50
-79.39909,43.6426,-79.39914,43.64259,35
-79.39881,43.64189,-79.39889,43.64187,35
-79.39881,43.64189,-79.39909,43.6426,35
-79.39103,43.66054,-79.39091,43.66046,50
-79.39126,43.66068,-79.39103,43.66054,50
-79.39038,43.65989,-79.39024,43.65992,40
-79.39024,43.65992,-79.38996,43.65998,40
-79.39104,43.66064,-79.39102,43.66065,50
-79.39126,43.66068,-79.39119,43.66067,50
-79.39228,43.66143,-79.3922,43.66129,50
-79.39149,43.66076,-79.39138,43.66072,50
-79.39173,43.66088,-79.3917,43.66086,50
-79.3918,43.66092,-79.39173,43.66088,50
-79.39203,43.66109,-79.39196,43.66103,50
-79.39215,43.66123,-79.39208,43.66115,50
-79.38991,43.66175,-79.39009,43.66184,35
-79.39135,43.66259,-79.39136,43.66263,35
-79.3915,43.66306,-79.39157,43.66322,35
-79.39157,43.66322,-79.3915,43.66324,35
-79.39216,43.6615,-79.39228,43.66143,35
-79.3928,43.66305,-79.39283,43.66297,50
-79.3927,43.6632,-79.39278,43.6631,50
-79.3928,43.66305,-79.39271,43.66285,35
-79.3932,43.66309,-79.39293,43.66314,50
-79.38752,43.65866,-79.3876,43.65879,35
-79.38731,43.6587,-79.38735,43.65871,35
-79.38752,43.65866,-79.38749,43.65863,35
-79.38744,43.65937,-79.38714,43.65942,35
-79.3869,43.65935,-79.38673,43.65898,50
-79.38696,43.65948,-79.3869,43.65935,50
-79.38744,43.65937,-79.38741,43.65929,35
-79.38738,43.65904,-79.3874,43.65904,35
-79.38738,43.65904,-79.38736,43.65907,35
-79.38763,43.65917,-79.38764,43.6592,35
-79.38755,43.65903,-79.38757,43.65905,35
-79.39216,43.65107,-79.39189,43.65113,50
-79.39247,43.65101,-79.39216,43.65107,50
-79.39265,43.65097,-79.39247,43.65101,50
-79.38319,43.65432,-79.38317,43.65427,40
-79.38322,43.65441,-79.38319,43.65432,40
-79.38147,43.65402,-79.38144,43.65394,35
-79.38355,43.64793,-79.38283,43.64809,40
-79.38264,43.64813,-79.38259,43.64815,40
-79.38283,43.64809,-79.38264,43.64813,40
-79.38194,43.64829,-79.38164,43.64835,40
-79.37381,43.65004,-79.37389,43.65002,40
-79.37368,43.65007,-79.37381,43.65004,40
-79.37229,43.65143,-79.37224,43.6513,40
-79.37235,43.65157,-79.37229,43.65143,40
-79.37284,43.65025,-79.37348,43.65012,40
-79.37264,43.6503,-79.37277,43.65027,40
-79.3719,43.65046,-79.37231,43.65037,40
-79.37432,43.64993,-79.37439,43.64992,40
-79.37459,43.65037,-79.37439,43.64992,40
-79.37462,43.65046,-79.37459,43.65037,40
-79.37471,43.6507,-79.37465,43.65055,40
-79.37492,43.6512,-79.37471,43.6507,40
-79.37471,43.6507,-79.37456,43.65073,35
-79.3726,43.65537,-79.37278,43.65533,35
-79.3726,43.65537,-79.37253,43.65521,35
-79.37206,43.65397,-79.37284,43.6538,40
-79.37191,43.654,-79.37206,43.65397,40
-79.37218,43.65427,-79.37212,43.65409,35
-79.37253,43.65521,-79.3725,43.65513,35
-79.37696,43.65299,-79.37693,43.65291,50
-79.37672,43.65295,-79.37693,43.65291,40
-79.37665,43.65297,-79.37672,43.65295,40
-79.37635,43.65304,-79.37665,43.65297,40
-79.37574,43.65317,-79.37624,43.65306,40
-79.37602,43.65385,-79.376,43.6538,40
-79.37718,43.65358,-79.3771,43.65336,50
-79.37723,43.65368,-79.37718,43.65358,50
-79.37717,43.65421,-79.377,43.6538,35
-79.37743,43.65416,-79.37725,43.65372,50
-79.37759,43.65456,-79.3775,43.65432,50
-79.37743,43.65416,-79.37729,43.65419,35
-79.37702,43.6545,-79.37688,43.65452,35
-79.38444,43.65131,-79.38434,43.65133,40
-79.38552,43.65381,-79.38561,43.65376,50
-79.3854,43.65384,-79.38552,43.65381,50
-79.39072,43.66006,-79.39062,43.65984,50
-79.39091,43.66046,-79.39088,43.66042,50
-79.39137,43.66187,-79.3917,43.66177,35
-79.39305,43.65196,-79.39301,43.65184,40
-79.39307,43.652,-79.39306,43.65198,40
-79.37837,43.64424,-79.37835,43.64419,40
-79.3782,43.64383,-79.37814,43.6437,40
-79.37822,43.64389,-79.3782,43.64383,40
-79.37982,43.65955,-79.38078,43.65937,40
-79.3794,43.65964,-79.37951,43.65962,40
-79.37928,43.65967,-79.3794,43.65964,40
-79.3701,43.65616,-79.37005,43.65606,40
-79.36728,43.64904,-79.36725,43.64895,40
-79.36944,43.64854,-79.36972,43.64848,50
-79.36845,43.64876,-79.36944,43.64854,50
-79.36829,43.64838,-79.36893,43.64823,35
-79.36944,43.64811,-79.36956,43.64808,35
-79.36893,43.64823,-79.36944,43.64811,35
-79.39199,43.66332,-79.39183,43.66335,50
-79.39183,43.66335,-79.39167,43.66338,50
-79.39167,43.66338,-79.39162,43.66332,35
-79.39237,43.66326,-79.39199,43.66332,50
-79.3927,43.6632,-79.39237,43.66326,50
-79.39178,43.66267,-79.39191,43.66263,35
-79.39167,43.66338,-79.39149,43.66342,50
-79.39348,43.66381,-79.39342,43.66364,50
-79.39891,43.64137,-79.3988,43.6414,40
-79.39951,43.64123,-79.39934,43.64126,40
-79.36452,43.64968,-79.36471,43.64963,50
-79.36834,43.66158,-79.36807,43.66093,50
-79.37829,43.65626,-79.37811,43.65582,50
-79.39859,43.64612,-79.39813,43.64622,40
-79.39895,43.64604,-79.39859,43.64612,40
-79.41034,43.64981,-79.40998,43.64892,50
-79.4038,43.65174,-79.4037,43.65175,40
-79.40227,43.65204,-79.40189,43.65112,50
-79.41334,43.65728,-79.41388,43.65717,35
-79.41953,43.65949,-79.41933,43.65895,50
-79.39449,43.65545,-79.39423,43.65478,40
-79.39462,43.65576,-79.39449,43.65545,40
-79.39551,43.65508,-79.39556,43.65507,35
-79.39535,43.65456,-79.39423,43.65478,50
-79.39654,43.65431,-79.39579,43.65447,50
-79.40844,43.65993,-79.40807,43.65902,35
-79.40782,43.66006,-79.40747,43.65915,50
-79.40201,43.65812,-79.4013,43.65826,35
-79.40157,43.65951,-79.40155,43.65947,40
-79.40451,43.64631,-79.40394,43.64641,50
-79.40562,43.64608,-79.40542,43.64612,50
-79.39579,43.6568,-79.39568,43.65649,35
-79.39475,43.65607,-79.39462,43.65576,40
-79.37238,43.65817,-79.37208,43.65744,50
-79.3964,43.64947,-79.39591,43.64957,35
-79.3947,43.64981,-79.39387,43.64999,35
-79.39591,43.64957,-79.39499,43.64976,35
-79.37385,43.64861,-79.37454,43.64844,40
-79.38068,43.65209,-79.37986,43.65227,40
-79.38074,43.65208,-79.38068,43.65209,40
-79.36972,43.64848,-79.37039,43.64832,50
-79.36948,43.64789,-79.36944,43.6478,35
-79.36956,43.64808,-79.36948,43.64789,35
-79.39573,43.65835,-79.39562,43.6581,40
-79.39575,43.65841,-79.39573,43.65835,40
-79.39529,43.65883,-79.39515,43.6585,35
-79.39533,43.66367,-79.39538,43.66378,35
-79.37076,43.64779,-79.37068,43.64757,40
-79.39132,43.63788,-79.39096,43.63796,40
-79.39364,43.63738,-79.39308,43.6375,40
-79.39211,43.6377,-79.392,43.63773,40
-79.40564,43.6513,-79.4055,43.65135,35
-79.39316,43.6445,-79.39318,43.64455,50
-79.39313,43.64441,-79.39316,43.6445,50
-79.39298,43.64403,-79.39296,43.64398,35
-79.39313,43.64441,-79.3931,43.64434,35
-79.38696,43.65124,-79.38683,43.65093,40
-79.38742,43.65229,-79.38698,43.6513,40
-79.38709,43.64003,-79.38706,43.63993,50
-79.38761,43.64083,-79.38746,43.6407,50
-79.38432,43.64231,-79.38439,43.64229,50
-79.38352,43.6411,-79.38347,43.64096,50
-79.38369,43.64156,-79.38352,43.6411,50
-79.37526,43.65591,-79.37512,43.65555,50
-79.37531,43.65601,-79.37526,43.65591,50
-79.37142,43.65586,-79.37208,43.65572,40
-79.40603,43.65231,-79.40589,43.65195,40
-79.40573,43.65154,-79.40564,43.6513,40
-79.40526,43.65037,-79.40497,43.64966,40
-79.40545,43.65083,-79.40526,43.65037,40
-79.40561,43.65125,-79.40545,43.65083,40
-79.38381,43.64188,-79.38369,43.64156,50
-79.38401,43.64237,-79.38381,43.64188,50
-79.38413,43.6426,-79.38408,43.64248,50
-79.38432,43.64304,-79.38425,43.64286,50
-79.4065,43.66032,-79.40637,43.65997,50
-79.37328,43.64726,-79.37396,43.64694,50
-79.37012,43.64945,-79.37,43.64916,50
-79.38748,43.64111,-79.38757,43.64105,50
-79.3872,43.64126,-79.38727,43.64124,50
-79.38761,43.64083,-79.38753,43.64093,50
-79.3923,43.63927,-79.39248,43.63964,40
-79.38857,43.63932,-79.38844,43.63935,50
-79.38873,43.6393,-79.38857,43.63932,50
-79.38669,43.64166,-79.38677,43.6416,50
-79.40616,43.65422,-79.40618,43.65428,35
-79.40606,43.65395,-79.40616,43.65422,35
-79.40634,43.65418,-79.40616,43.65422,35
-79.40641,43.65396,-79.40649,43.65415,35
-79.40634,43.65418,-79.40625,43.65398,35
-79.38866,43.65774,-79.3882,43.65783,40
-79.38723,43.65802,-79.38685,43.65809,40
-79.38798,43.65787,-79.38723,43.65802,40
-79.3882,43.65783,-79.38798,43.65787,40
-79.38893,43.65769,-79.38866,43.65774,40
-79.38938,43.6576,-79.38893,43.65769,40
-79.38893,43.65769,-79.38885,43.65763,35
-79.38875,43.63842,-79.38853,43.63848,40
-79.38843,43.6385,-79.38812,43.63858,40
-79.38898,43.63837,-79.38889,43.63839,40
-79.38921,43.63833,-79.38898,43.63837,40
-79.40065,43.64217,-79.40047,43.6422,50
-79.4132,43.65897,-79.41309,43.65899,50
-79.41335,43.65894,-79.4132,43.65897,50
-79.40234,43.6532,-79.40213,43.65323,50
-79.40267,43.65312,-79.40234,43.6532,50
-79.37574,43.64818,-79.37603,43.64811,40
-79.37518,43.6483,-79.37574,43.64818,40
-79.3759,43.64783,-79.37575,43.64746,50
-79.37603,43.64811,-79.3759,43.64783,50
-79.37469,43.64841,-79.37518,43.6483,40
-79.37454,43.64844,-79.37469,43.64841,40
-79.37253,43.65032,-79.37264,43.6503,40
-79.37231,43.65037,-79.37253,43.65032,40
-79.37601,43.65534,-79.37596,43.65522,50
-79.36593,43.64892,-79.36602,43.6489,35
-79.36704,43.64909,-79.36728,43.64904,50
-79.37107,43.65418,-79.37191,43.654,40
-79.3653,43.64907,-79.36593,43.64892,35
-79.3646,43.64923,-79.36492,43.64916,35
-79.3656,43.64943,-79.3661,43.64933,50
-79.36478,43.64961,-79.36507,43.64955,50
-79.36471,43.64963,-79.36478,43.64961,50
-79.364,43.64979,-79.36452,43.64968,50
-79.36382,43.6494,-79.36415,43.64933,35
-79.38351,43.65878,-79.3825,43.659,40
-79.3929,43.63753,-79.39243,43.63763,40
-79.39222,43.63768,-79.39211,43.6377,40
-79.39243,43.63763,-79.39222,43.63768,40
-79.40722,43.66205,-79.40704,43.66163,50
-79.41469,43.65448,-79.41405,43.65461,35
-79.41481,43.65445,-79.41469,43.65448,35
-79.39474,43.64093,-79.39442,43.64025,35
-79.39477,43.64099,-79.39474,43.64093,35
-79.39204,43.64539,-79.39194,43.64541,50
-79.40916,43.66167,-79.4089,43.66104,35
-79.41703,43.66175,-79.41653,43.66043,35
-79.40427,43.65298,-79.4042,43.65281,50
-79.37566,43.64368,-79.37549,43.64324,40
-79.3757,43.64377,-79.37566,43.64368,40
-79.39798,43.64981,-79.3978,43.64941,35
-79.39997,43.64885,-79.3998,43.64844,50
-79.39998,43.64888,-79.39997,43.64885,50
-79.39445,43.65711,-79.39396,43.6572,50
-79.39455,43.65709,-79.39445,43.65711,50
-79.41399,43.65552,-79.41387,43.65521,30
-79.41401,43.65558,-79.41399,43.65552,30
-79.36673,43.65926,-79.36734,43.65913,40
-79.36667,43.65927,-79.36673,43.65926,40
-79.38711,43.65502,-79.38695,43.65505,40
-79.39668,43.65204,-79.39657,43.65206,50
