start_Longitude,start_Latitude,end_Longitude,end_Latitude,Speed
-79.399,43.64184,-79.39915,43.6422,50
-79.3988,43.6414,-79.39892,43.64166,50
-79.40091,43.6487,-79.40114,43.64927,50
-79.40114,43.64927,-79.40167,43.64916,35
-79.40167,43.64916,-79.40172,43.64928,35
-79.39975,43.65138,-79.39982,43.65142,35
-79.4025,43.6593,-79.40264,43.6597,50
-79.40236,43.66112,-79.40314,43.66094,50
-79.40585,43.64857,-79.40708,43.64832,50
-79.36717,43.65872,-79.36663,43.65884,50
-79.36717,43.65872,-79.36734,43.65913,50
-79.36651,43.65886,-79.36667,43.65927,50
-79.36837,43.65845,-79.368,43.65854,50
-79.36567,43.6568,-79.36568,43.65685,50
-79.36629,43.65663,-79.36634,43.65672,50
-79.36837,43.65845,-79.36853,43.65888,50
-79.36581,43.65901,-79.36598,43.65943,40
-79.36778,43.65859,-79.36795,43.65901,50
-79.36979,43.65386,-79.3698,43.6539,50
-79.36995,43.65442,-79.36941,43.65453,40
-79.37668,43.65696,-79.37723,43.65834,50
-79.37654,43.65664,-79.37668,43.65696,50
-79.37668,43.65696,-79.37579,43.65716,35
-79.37565,43.65683,-79.37579,43.65716,50
-79.39359,43.64227,-79.39378,43.64277,40
-79.38203,43.64429,-79.38208,43.64442,40
-79.37873,43.64501,-79.37876,43.64507,40
-79.382,43.64422,-79.38203,43.64429,40
-79.38198,43.64416,-79.382,43.64422,40
-79.37864,43.64478,-79.37867,43.64486,40
-79.38212,43.64452,-79.38227,43.64482,40
-79.38208,43.64442,-79.38211,43.64449,40
-79.38211,43.64449,-79.38211,43.6445,40
-79.37878,43.64513,-79.3788,43.64519,40
-79.3788,43.64519,-79.37882,43.64523,40
-79.37861,43.64473,-79.37864,43.64478,40
-79.38177,43.64367,-79.38181,43.64375,40
-79.37848,43.64445,-79.37852,43.64451,40
-79.38181,43.64375,-79.38186,43.64387,40
-79.38186,43.64387,-79.38189,43.64394,40
-79.37855,43.64458,-79.37858,43.64465,40
-79.37858,43.64465,-79.37861,43.64473,40
-79.38175,43.64363,-79.38177,43.64367,40
-79.37845,43.6444,-79.37848,43.64445,40
-79.37632,43.6455,-79.37646,43.64583,40
-79.37594,43.6446,-79.37608,43.64493,40
-79.36642,43.64708,-79.36643,43.64713,40
-79.3702,43.64643,-79.37021,43.64647,40
-79.37014,43.64629,-79.37015,43.64633,40
-79.37017,43.64637,-79.3702,43.64643,40
-79.39036,43.65921,-79.39023,43.65924,50
-79.38992,43.6582,-79.38979,43.65824,50
-79.38938,43.6576,-79.38951,43.65757,40
-79.38885,43.65636,-79.38898,43.65633,40
-79.38898,43.65633,-79.3891,43.65631,40
-79.38845,43.6555,-79.38859,43.65547,40
-79.38816,43.65483,-79.3883,43.65482,40
-79.3883,43.65482,-79.38849,43.65481,40
-79.38776,43.6531,-79.38767,43.6531,40
-79.38757,43.65312,-79.38743,43.65315,40
-79.38742,43.65229,-79.38725,43.65234,40
-79.38473,43.64769,-79.38482,43.64767,40
-79.38354,43.6465,-79.38377,43.64644,40
-79.38377,43.64644,-79.38408,43.64638,40
-79.38278,43.64611,-79.38342,43.64596,35
-79.38256,43.64527,-79.38258,43.64566,50
-79.37912,43.64602,-79.37915,43.6461,40
-79.37823,43.64907,-79.37878,43.64895,40
-79.37925,43.65093,-79.37939,43.6509,50
-79.3823,43.65857,-79.38236,43.65856,35
-79.41551,43.65495,-79.41558,43.65495,40
-79.41558,43.65495,-79.41567,43.65496,40
-79.40463,43.64881,-79.40466,43.64888,40
-79.40466,43.64888,-79.40469,43.64896,40
-79.40458,43.64899,-79.40469,43.64896,50
-79.40088,43.65113,-79.40091,43.65121,50
-79.39998,43.64888,-79.4,43.64892,50
-79.4,43.64892,-79.40008,43.64912,50
-79.39958,43.65056,-79.39951,43.65069,35
-79.39911,43.65588,-79.39921,43.65585,40
-79.39854,43.65442,-79.39864,43.65439,40
-79.39864,43.65439,-79.39873,43.65437,40
-79.39796,43.65296,-79.39809,43.65293,40
-79.39712,43.65092,-79.39725,43.65089,40
-79.39628,43.64877,-79.39638,43.64875,40
-79.39492,43.64547,-79.39504,43.64545,40
-79.39378,43.64277,-79.39393,43.64273,40
-79.38515,43.64008,-79.38678,43.63972,90
-79.37546,43.64624,-79.37526,43.64633,50
-79.3959,43.64786,-79.396,43.64786,40
-79.38935,43.65218,-79.38953,43.65266,50
-79.384,43.65644,-79.38412,43.65672,40
-79.37407,43.64827,-79.37376,43.64841,40
-79.37328,43.64726,-79.37345,43.64767,50
-79.36941,43.65453,-79.36951,43.6548,40
-79.36694,43.65649,-79.36658,43.65657,40
-79.36534,43.65689,-79.36499,43.65697,40
-79.40132,43.66134,-79.40142,43.66132,40
-79.38025,43.66165,-79.37954,43.66181,40
-79.37954,43.66181,-79.37935,43.66184,40
-79.36835,43.6584,-79.36837,43.65845,50
-79.36778,43.65859,-79.36753,43.65864,50
-79.41662,43.65484,-79.41665,43.6549,50
-79.41369,43.65476,-79.41376,43.65493,50
-79.41122,43.65534,-79.41129,43.65549,30
-79.41129,43.65549,-79.41138,43.65572,30
-79.40997,43.65552,-79.41005,43.65569,35
-79.41005,43.65569,-79.41015,43.65599,35
-79.40603,43.65231,-79.40622,43.65226,40
-79.40463,43.64881,-79.40486,43.64877,50
-79.40486,43.64877,-79.40509,43.64873,50
-79.40429,43.64804,-79.40443,43.64804,50
-79.40453,43.64802,-79.40467,43.648,50
-79.40414,43.64767,-79.40442,43.64762,50
-79.40442,43.64762,-79.40541,43.64742,50
-79.40269,43.64392,-79.40291,43.64387,40
-79.40367,43.64646,-79.40394,43.64641,50
-79.40397,43.64721,-79.40416,43.64717,40
-79.40416,43.64717,-79.40524,43.64695,40
-79.40517,43.65698,-79.40522,43.65709,50
-79.40522,43.65709,-79.40536,43.65741,50
-79.40405,43.65718,-79.40411,43.65735,50
-79.40279,43.65743,-79.40284,43.65755,50
-79.40182,43.65765,-79.40186,43.65776,50
-79.39995,43.65799,-79.40001,43.65812,40
-79.39818,43.65828,-79.39825,43.65843,50
-79.40405,43.64744,-79.40414,43.64767,40
-79.40208,43.64778,-79.40217,43.64799,50
-79.39741,43.64854,-79.39745,43.64862,35
-79.3884,43.64756,-79.38874,43.64747,50
-79.38976,43.64725,-79.38999,43.6472,50
-79.3882,43.6471,-79.3884,43.64756,50
-79.38624,43.63972,-79.38525,43.63986,50
-79.37852,43.64451,-79.37853,43.64455,40
-79.37853,43.64455,-79.37855,43.64458,40
-79.37588,43.64605,-79.37546,43.64624,50
-79.39347,43.64949,-79.39357,43.64977,35
-79.39117,43.65006,-79.39126,43.65031,50
-79.38976,43.65027,-79.38989,43.6506,50
-79.3891,43.65631,-79.3893,43.65628,50
-79.38849,43.65481,-79.38867,43.65479,40
-79.38867,43.65479,-79.38922,43.65468,40
-79.38176,43.65188,-79.38185,43.65191,40
-79.38207,43.65197,-79.38213,43.65199,40
-79.38863,43.64817,-79.38878,43.64852,50
-79.38878,43.64852,-79.3889,43.6488,50
-79.37925,43.65242,-79.37943,43.65238,40
-79.37894,43.65166,-79.37924,43.65159,40
-79.37924,43.65159,-79.37947,43.65154,40
-79.37869,43.65105,-79.37899,43.65098,50
-79.37899,43.65098,-79.37925,43.65093,50
-79.37843,43.65043,-79.37875,43.65036,50
-79.37733,43.64785,-79.3775,43.64782,40
-79.38092,43.65634,-79.38116,43.65629,40
-79.37809,43.65267,-79.37819,43.65294,50
-79.37574,43.65317,-79.37581,43.65335,40
-79.37517,43.6533,-79.37524,43.65346,50
-79.37641,43.64875,-79.37656,43.64907,50
-79.37418,43.64942,-79.37423,43.64955,50
-79.37423,43.64955,-79.37439,43.64992,50
-79.37454,43.65706,-79.3741,43.65716,40
-79.3741,43.65716,-79.37347,43.6573,40
-79.37323,43.65372,-79.37284,43.6538,40
-79.37235,43.65157,-79.37201,43.65151,50
-79.37201,43.65151,-79.37188,43.6515,50
-79.37224,43.6513,-79.37194,43.65141,50
-79.37194,43.65141,-79.37176,43.65149,50
-79.37092,43.64822,-79.37064,43.64827,50
-79.39597,43.65872,-79.39602,43.65873,40
-79.39038,43.65989,-79.39047,43.66012,50
-79.38588,43.66082,-79.38593,43.66097,40
-79.3861,43.66252,-79.3863,43.66248,50
-79.38217,43.6586,-79.3823,43.65857,35
-79.37935,43.66184,-79.3794,43.662,40
-79.37669,43.66243,-79.37673,43.6625,40
-79.37669,43.66243,-79.37648,43.66247,50
-79.37648,43.66247,-79.37632,43.6625,50
-79.37585,43.66039,-79.37548,43.6605,40
-79.40114,43.64927,-79.40128,43.64961,50
-79.40128,43.64961,-79.40131,43.64968,50
-79.40048,43.65017,-79.40052,43.65025,50
-79.39838,43.64678,-79.39839,43.64684,50
-79.39839,43.64834,-79.39842,43.64843,35
-79.39967,43.64808,-79.39969,43.64814,50
-79.40201,43.64761,-79.40204,43.6477,50
-79.40397,43.64721,-79.40402,43.64733,40
-79.40402,43.64733,-79.40405,43.64744,40
-79.40385,43.64707,-79.40393,43.64712,40
-79.40393,43.64712,-79.40395,43.64717,40
-79.39952,43.6477,-79.39961,43.64793,50
-79.39799,43.64801,-79.39809,43.64824,50
-79.39841,43.65086,-79.39862,43.65132,35
-79.39614,43.64787,-79.39629,43.64788,50
-79.39628,43.64877,-79.3963,43.64882,40
-79.39633,43.64888,-79.39655,43.64944,40
-79.39454,43.64401,-79.39472,43.64398,50
-79.39623,43.65019,-79.3968,43.65009,35
-79.39497,43.65046,-79.39513,43.65043,35
-79.38735,43.6505,-79.3874,43.65057,50
-79.39391,43.64651,-79.39435,43.64641,50
-79.39508,43.64626,-79.39523,43.64623,50
-79.39362,43.64575,-79.39366,43.64584,50
-79.38814,43.64694,-79.38818,43.64705,50
-79.38608,43.64739,-79.38612,43.6475,50
-79.38967,43.64645,-79.38973,43.6466,50
-79.39417,43.6436,-79.39405,43.64362,35
-79.39343,43.64938,-79.39344,43.64942,35
-79.39344,43.64942,-79.39347,43.64949,35
-79.39109,43.64987,-79.39113,43.64996,50
-79.39113,43.64996,-79.39117,43.65006,50
-79.38973,43.65016,-79.38974,43.65021,50
-79.38974,43.65021,-79.38976,43.65027,50
-79.38862,43.65041,-79.38864,43.65046,50
-79.38864,43.65046,-79.38866,43.65052,50
-79.39367,43.6428,-79.39378,43.64277,40
-79.39043,43.65049,-79.39069,43.65043,50
-79.39069,43.65043,-79.39126,43.65031,50
-79.39043,43.65049,-79.39063,43.65095,35
-79.39063,43.65095,-79.39082,43.65137,35
-79.38814,43.64694,-79.3886,43.64684,40
-79.38578,43.64461,-79.38629,43.6445,40
-79.38194,43.64829,-79.38247,43.64817,40
-79.37797,43.64328,-79.37801,43.64337,40
-79.38069,43.64098,-79.3809,43.64146,40
-79.3809,43.64146,-79.38091,43.64154,40
-79.37943,43.64231,-79.37911,43.64241,70
-79.37698,43.64698,-79.37704,43.64712,40
-79.37704,43.64712,-79.37733,43.64785,40
-79.38256,43.6517,-79.38434,43.65133,40
-79.37939,43.6509,-79.37955,43.65087,50
-79.37629,43.64589,-79.37588,43.64605,50
-79.41343,43.66075,-79.41383,43.66177,30
-79.41335,43.65894,-79.41397,43.65882,50
-79.41292,43.65958,-79.4134,43.6607,30
-79.40854,43.6618,-79.40909,43.66341,35
-79.4038,43.65174,-79.4039,43.65175,40
-79.40174,43.65628,-79.40201,43.65623,50
-79.40016,43.65798,-79.40025,43.65797,40
-79.39968,43.65671,-79.39982,43.65667,50
-79.39906,43.65513,-79.39918,43.6551,50
-79.39984,43.658,-79.39995,43.65799,40
-79.3986,43.65496,-79.39874,43.65492,50
-79.39781,43.653,-79.39796,43.65296,40
-79.3974,43.6519,-79.39752,43.65188,50
-79.39873,43.65437,-79.39887,43.65433,50
-79.39854,43.65387,-79.39877,43.65382,35
-79.39817,43.65291,-79.39832,43.65288,40
-79.39832,43.65288,-79.39896,43.65273,40
-79.39896,43.65273,-79.39917,43.65269,40
-79.39834,43.65629,-79.39848,43.65663,35
-79.39848,43.65663,-79.39855,43.65683,35
-79.39794,43.65224,-79.39808,43.65221,35
-79.39779,43.65186,-79.3979,43.65185,35
-79.3934,43.65274,-79.39345,43.65285,40
-79.39134,43.65226,-79.39151,43.65221,35
-79.39109,43.65764,-79.39112,43.65771,50
-79.39064,43.65243,-79.39067,43.65252,50
-79.3845,43.65401,-79.38422,43.65406,35
-79.38388,43.65414,-79.38352,43.65421,35
-79.3821,43.6591,-79.38222,43.65907,40
-79.38191,43.65865,-79.38204,43.65862,35
-79.38204,43.65862,-79.38217,43.6586,35
-79.38158,43.65788,-79.3817,43.65786,50
-79.3817,43.65786,-79.38182,43.65783,50
-79.38144,43.65623,-79.38213,43.65608,40
-79.38213,43.65608,-79.38273,43.65595,40
-79.38186,43.66005,-79.38184,43.66004,50
-79.38137,43.65378,-79.38144,43.65394,35
-79.38144,43.65923,-79.38128,43.65927,40
-79.38072,43.65755,-79.38011,43.6577,35
-79.37947,43.65154,-79.37983,43.65146,40
-79.37983,43.65146,-79.38007,43.65142,40
-79.37899,43.65335,-79.37905,43.65349,35
-79.37912,43.65366,-79.37931,43.65412,35
-79.37819,43.65294,-79.37851,43.65371,50
-79.37854,43.6538,-79.37877,43.65432,50
-79.37651,43.6526,-79.37609,43.65269,35
-79.38311,43.6614,-79.38322,43.66139,40
-79.3834,43.66213,-79.38352,43.66211,50
-79.38336,43.66203,-79.38287,43.66213,50
-79.38076,43.66154,-79.38025,43.66165,40
-79.38172,43.66238,-79.38127,43.66248,50
-79.37616,43.66252,-79.37599,43.66256,50
-79.37508,43.64176,-79.37523,43.6417,40
-79.37423,43.64955,-79.37374,43.64966,35
-79.37365,43.64968,-79.37346,43.64972,35
-79.37076,43.64779,-79.37079,43.64784,40
-79.36819,43.64818,-79.36829,43.64838,35
-79.37368,43.65007,-79.37362,43.65008,40
-79.37494,43.66119,-79.37497,43.66124,35
-79.37347,43.6573,-79.37342,43.65732,40
-79.36704,43.66194,-79.36679,43.66198,40
-79.41816,43.658,-79.41822,43.65814,50
-79.39213,43.63852,-79.39192,43.63858,50
-79.39192,43.63858,-79.39173,43.63864,50
-79.37907,43.65972,-79.37847,43.65983,40
-79.40167,43.64916,-79.40181,43.64913,35
-79.39569,43.65225,-79.39611,43.65216,50
-79.39082,43.65137,-79.39106,43.65132,50
-79.39106,43.65132,-79.39088,43.65089,35
-79.39026,43.65005,-79.39052,43.64999,40
-79.39052,43.64999,-79.39109,43.64987,40
-79.38477,43.64427,-79.38493,43.64463,50
-79.38493,43.64463,-79.38499,43.64477,50
-79.38557,43.64897,-79.3855,43.64887,40
-79.38567,43.64903,-79.38557,43.64897,40
-79.38882,43.64037,-79.38874,43.64039,50
-79.38761,43.64083,-79.38765,43.64088,50
-79.40419,43.6523,-79.40406,43.65233,50
-79.40271,43.6494,-79.40413,43.64907,50
-79.40413,43.64907,-79.40458,43.64899,50
-79.40413,43.64907,-79.40405,43.64882,50
-79.37523,43.6417,-79.37532,43.64166,40
-79.3754,43.64163,-79.37572,43.64154,40
-79.40297,43.65791,-79.4031,43.65824,50
-79.3722,43.64919,-79.37215,43.64905,40
-79.37215,43.64905,-79.37194,43.64914,40
-79.3728,43.64749,-79.37294,43.64781,35
-79.40142,43.64461,-79.40096,43.6447,50
-79.40155,43.64488,-79.40167,43.64514,50
-79.40155,43.64488,-79.40147,43.64465,50
-79.40174,43.65628,-79.40187,43.65659,35
-79.38272,43.64061,-79.38266,43.64065,50
-79.38322,43.64036,-79.3829,43.64052,50
-79.38374,43.64018,-79.38355,43.64024,50
-79.38329,43.64049,-79.38331,43.64052,50
-79.38331,43.64052,-79.38334,43.64059,50
-79.38334,43.64059,-79.38336,43.64063,50
-79.38102,43.64176,-79.38107,43.64188,40
-79.38102,43.64176,-79.38147,43.64153,50
-79.381,43.64171,-79.38102,43.64176,40
-79.3808,43.64186,-79.38102,43.64176,50
-79.38999,43.63814,-79.39011,43.63813,40
-79.3893,43.63831,-79.38999,43.63814,40
-79.38921,43.63833,-79.3893,43.63831,40
-79.38662,43.6389,-79.38668,43.63907,40
-79.38627,43.63895,-79.38662,43.6389,40
-79.38656,43.63877,-79.38662,43.6389,35
-79.37677,43.64109,-79.37671,43.64103,35
-79.3767,43.64101,-79.37651,43.64077,35
-79.3822,43.65931,-79.38219,43.65938,40
-79.3821,43.6591,-79.38217,43.65923,40
-79.38249,43.65977,-79.38229,43.65936,40
-79.39061,43.66049,-79.39067,43.66053,50
-79.39513,43.65043,-79.39544,43.65036,35
-79.36439,43.6471,-79.36453,43.64702,65
-79.368,43.65364,-79.36819,43.65405,35
-79.37255,43.64497,-79.37235,43.64501,50
-79.37235,43.64501,-79.3722,43.64504,50
-79.37228,43.64482,-79.37235,43.64501,50
-79.37407,43.64459,-79.37382,43.64466,50
-79.37685,43.64119,-79.37751,43.64096,40
-79.37685,43.64119,-79.37682,43.64114,35
-79.39434,43.63737,-79.39443,43.63776,35
-79.38696,43.63974,-79.38706,43.63993,40
-79.38535,43.64021,-79.3861,43.64009,50
-79.3861,43.64009,-79.3863,43.63997,50
-79.37646,43.64583,-79.37636,43.64586,50
-79.37894,43.64559,-79.37909,43.64593,40
-79.37909,43.64593,-79.37912,43.64602,40
-79.38234,43.6453,-79.38256,43.64527,40
-79.37002,43.64585,-79.37009,43.64586,60
-79.37694,43.64686,-79.37698,43.64698,40
-79.37694,43.64686,-79.37688,43.6469,40
-79.39219,43.64744,-79.39228,43.64771,35
-79.39134,43.64006,-79.39212,43.63992,35
-79.39054,43.63998,-79.39062,43.64017,35
-79.39121,43.64009,-79.39134,43.64006,35
-79.4031,43.65824,-79.40326,43.65863,50
-79.40411,43.65735,-79.40416,43.65748,50
-79.4009,43.65382,-79.40095,43.65396,35
-79.4004,43.65393,-79.40068,43.65387,35
-79.40078,43.65352,-79.4009,43.65382,35
-79.40389,43.65243,-79.40396,43.65237,35
-79.40468,43.65221,-79.40478,43.65248,50
-79.40419,43.6523,-79.40468,43.65221,50
-79.4047,43.65208,-79.40469,43.6521,50
-79.41035,43.6614,-79.41063,43.66209,35
-79.41401,43.65558,-79.4142,43.65605,30
-79.41322,43.65573,-79.41324,43.65577,35
-79.4142,43.65605,-79.41504,43.65589,35
-79.41401,43.65558,-79.41387,43.65561,35
-79.41034,43.64981,-79.41099,43.64968,50
-79.38274,43.64263,-79.38259,43.64267,50
-79.37705,43.64679,-79.37694,43.64686,40
-79.37725,43.64658,-79.3771,43.64669,40
-79.37719,43.64677,-79.3772,43.64676,40
-79.39606,43.63791,-79.39417,43.63823,90
-79.37141,43.64937,-79.37145,43.64947,40
-79.38706,43.63993,-79.38765,43.63983,50
-79.3861,43.64009,-79.38671,43.63999,50
-79.38671,43.63999,-79.38706,43.63993,50
-79.36991,43.64549,-79.36979,43.64552,50
-79.3661,43.64632,-79.36569,43.64641,60
-79.36487,43.64663,-79.36462,43.6467,60
-79.36428,43.6468,-79.36403,43.64687,60
-79.39349,43.663,-79.39334,43.66305,50
-79.39334,43.66305,-79.3932,43.66309,50
-79.37382,43.64466,-79.37367,43.64471,50
-79.37345,43.64476,-79.37323,43.64482,50
-79.38857,43.63968,-79.38958,43.63951,50
-79.3722,43.64504,-79.3719,43.64509,50
-79.37566,43.64402,-79.37556,43.64408,50
-79.36993,43.64582,-79.37033,43.64573,70
-79.36862,43.6458,-79.36725,43.64608,60
-79.36725,43.64608,-79.36644,43.64625,60
-79.37061,43.64534,-79.36991,43.64549,50
-79.36626,43.64664,-79.36656,43.64659,70
-79.36656,43.64659,-79.36767,43.64633,70
-79.37673,43.64122,-79.37685,43.64119,40
-79.37654,43.64127,-79.37673,43.64122,40
-79.37145,43.64947,-79.37171,43.65004,40
-79.37171,43.65004,-79.3719,43.65046,40
-79.37959,43.64243,-79.37969,43.64237,50
-79.37608,43.64493,-79.3761,43.64497,40
-79.37584,43.64439,-79.37595,43.64434,50
-79.37591,43.64424,-79.37623,43.64409,70
-79.37582,43.64406,-79.37571,43.64412,50
-79.37549,43.64324,-79.37546,43.64332,50
-79.37678,43.64643,-79.37683,43.64653,40
-79.37678,43.64643,-79.37679,43.64635,40
-79.37671,43.64638,-79.37672,43.64639,40
-79.37595,43.64434,-79.37617,43.64421,50
-79.37617,43.64421,-79.37654,43.644,50
-79.37605,43.64457,-79.376,43.64447,40
-79.37619,43.64491,-79.37613,43.64477,40
-79.37613,43.64477,-79.37605,43.64457,40
-79.37522,43.64272,-79.3752,43.6427,40
-79.37584,43.64439,-79.37589,43.64448,40
-79.37511,43.64265,-79.3751,43.64275,40
-79.37519,43.64269,-79.37511,43.64265,40
-79.37764,43.643,-79.37726,43.64319,50
-79.37605,43.64394,-79.37582,43.64406,50
-79.37611,43.64258,-79.37587,43.64273,50
-79.37554,43.64312,-79.37552,43.64316,50
-79.39604,43.65023,-79.39623,43.65019,35
-79.41402,43.66061,-79.41354,43.65944,35
-79.40271,43.6494,-79.40286,43.64973,35
-79.40286,43.64973,-79.40299,43.65007,35
-79.40286,43.64973,-79.40351,43.64959,35
-79.38875,43.63842,-79.38867,43.63831,35
-79.39438,43.64014,-79.39378,43.64035,50
-79.39322,43.64059,-79.39334,43.64056,50
-79.39438,43.64014,-79.39442,43.64025,35
-79.41158,43.65622,-79.41197,43.65613,35
-79.3915,43.64068,-79.39149,43.64064,35
-79.39149,43.64064,-79.39153,43.64055,35
-79.38065,43.6409,-79.38069,43.64098,40
-79.37959,43.6563,-79.37951,43.65628,40
-79.37903,43.65619,-79.37899,43.65618,40
-79.37946,43.65598,-79.37932,43.65601,35
-79.37679,43.64635,-79.37677,43.64627,40
-79.37665,43.64625,-79.3767,43.64637,40
-79.37074,43.64564,-79.37123,43.64554,70
-79.36644,43.64625,-79.36637,43.64627,60
-79.36637,43.64627,-79.3661,43.64632,60
-79.38679,43.63936,-79.38681,43.63942,40
-79.38438,43.64319,-79.38437,43.64328,50
-79.38443,43.64349,-79.38445,43.64354,50
-79.38445,43.64354,-79.38447,43.64362,50
-79.38447,43.64362,-79.38449,43.64369,50
-79.38454,43.64381,-79.38455,43.64387,50
-79.38455,43.64387,-79.38457,43.64391,50
-79.38457,43.64391,-79.38466,43.64412,50
-79.38473,43.64417,-79.38477,43.64427,50
-79.37967,43.64733,-79.38007,43.64724,40
-79.38026,43.64864,-79.381,43.64848,40
-79.37123,43.64554,-79.37143,43.64549,70
-79.37143,43.64549,-79.37201,43.64537,70
-79.3751,43.64275,-79.37513,43.6428,40
-79.37513,43.6428,-79.37521,43.64296,40
-79.37654,43.644,-79.37664,43.64395,50
-79.37738,43.64357,-79.37797,43.64328,50
-79.38031,43.64202,-79.38099,43.64168,90
-79.37989,43.64227,-79.38023,43.64215,50
-79.37969,43.64237,-79.37984,43.6423,50
-79.37984,43.6423,-79.37989,43.64227,50
-79.38823,43.63946,-79.38848,43.63941,90
-79.38848,43.63941,-79.38866,43.63938,90
-79.3922,43.63907,-79.39228,43.63906,50
-79.3926,43.63901,-79.39281,43.63897,50
-79.39281,43.63897,-79.39293,43.63896,50
-79.39293,43.63896,-79.39316,43.63892,50
-79.36502,43.65548,-79.36443,43.65561,40
-79.3901,43.65926,-79.39022,43.65953,50
-79.39022,43.65953,-79.39038,43.65989,50
-79.38991,43.66175,-79.38991,43.66183,50
-79.38999,43.66206,-79.39042,43.6631,50
-79.40132,43.66134,-79.40137,43.66147,40
-79.38499,43.64477,-79.38528,43.64471,40
-79.38528,43.64471,-79.38578,43.64461,40
-79.38499,43.64477,-79.38505,43.64491,50
-79.38505,43.64491,-79.38509,43.64503,50
-79.37683,43.64653,-79.37688,43.64665,40
-79.37688,43.64665,-79.37691,43.64674,40
-79.37691,43.64674,-79.37694,43.64682,40
-79.37694,43.64682,-79.37694,43.64686,40
-79.39741,43.64854,-79.39785,43.64845,40
-79.40128,43.64775,-79.40138,43.64773,40
-79.37649,43.6471,-79.3762,43.64725,40
-79.3762,43.64725,-79.37575,43.64746,40
-79.38728,43.65035,-79.38735,43.6505,50
-79.37141,43.64937,-79.37125,43.64944,40
-79.37125,43.64944,-79.37117,43.64952,40
-79.41544,43.65495,-79.41551,43.65495,40
-79.40769,43.65637,-79.40771,43.65642,40
-79.40647,43.65671,-79.40708,43.6566,40
-79.39597,43.65872,-79.39624,43.65866,40
-79.3935,43.65921,-79.394,43.6591,40
-79.40907,43.6598,-79.40964,43.66119,40
-79.40974,43.66145,-79.40977,43.66153,40
-79.40753,43.65651,-79.40761,43.65649,40
-79.40761,43.65649,-79.40772,43.65647,40
-79.37575,43.66012,-79.37585,43.66039,40
-79.37653,43.66203,-79.37667,43.66237,40
-79.37667,43.66237,-79.37669,43.66243,40
-79.39038,43.65989,-79.39048,43.65988,40
-79.38308,43.66132,-79.3831,43.66136,40
-79.38301,43.66123,-79.38304,43.66129,40
-79.37787,43.64914,-79.37791,43.64914,40
-79.37798,43.64912,-79.37823,43.64907,40
-79.37733,43.64785,-79.37734,43.64789,40
-79.37734,43.64789,-79.37758,43.6485,40
-79.39556,43.63988,-79.39547,43.63989,50
-79.39556,43.63988,-79.39564,43.64002,50
-79.39564,43.64002,-79.39569,43.64013,50
-79.39442,43.64025,-79.39464,43.64018,50
-79.37101,43.65832,-79.37021,43.6585,40
-79.37021,43.6585,-79.36948,43.65866,40
-79.36598,43.65943,-79.36617,43.65988,40
-79.36948,43.65866,-79.36967,43.65911,50
-79.36869,43.65931,-79.36967,43.65911,35
-79.37039,43.65894,-79.37037,43.65886,35
-79.36967,43.65911,-79.37039,43.65894,35
-79.40684,43.65429,-79.40702,43.65472,40
-79.40253,43.64351,-79.40269,43.64392,40
-79.3983,43.65383,-79.39837,43.65401,40
-79.39781,43.65258,-79.39796,43.65296,40
-79.39767,43.65226,-79.39773,43.6524,40
-79.39773,43.6524,-79.39781,43.65258,40
-79.39701,43.65061,-79.39712,43.65092,40
-79.3968,43.65009,-79.39694,43.65042,40
-79.39694,43.65042,-79.39701,43.65061,40
-79.39615,43.64846,-79.39628,43.64877,40
-79.39523,43.64623,-79.39533,43.64646,40
-79.39533,43.64646,-79.39546,43.64675,40
-79.3948,43.64516,-79.39492,43.64547,40
-79.39325,43.64138,-79.3933,43.64154,40
-79.3933,43.64154,-79.39333,43.6416,40
-79.39335,43.64165,-79.3934,43.64178,40
-79.37132,43.64915,-79.37141,43.64937,40
-79.37092,43.64822,-79.37124,43.64895,40
-79.37124,43.64895,-79.37132,43.64915,40
-79.37452,43.64443,-79.37443,43.64446,50
-79.36664,43.65067,-79.36623,43.65076,40
-79.36696,43.6506,-79.36664,43.65067,40
-79.36718,43.65055,-79.36696,43.6506,40
-79.36785,43.65039,-79.3675,43.65047,40
-79.36747,43.65048,-79.36718,43.65055,40
-79.36905,43.65013,-79.36887,43.65017,40
-79.36887,43.65017,-79.36831,43.65028,40
-79.36831,43.65028,-79.36785,43.65039,40
-79.37117,43.64952,-79.37106,43.64957,40
-79.37084,43.64965,-79.37072,43.6497,40
-79.36609,43.65175,-79.36556,43.65187,40
-79.367,43.65155,-79.36655,43.65165,40
-79.36655,43.65165,-79.36609,43.65175,40
-79.39719,43.64503,-79.39747,43.64497,40
-79.39747,43.64497,-79.39761,43.64494,40
-79.39812,43.64484,-79.39826,43.64481,40
-79.38507,43.66099,-79.38537,43.66092,40
-79.37761,43.64241,-79.37768,43.64254,40
-79.38127,43.64245,-79.38127,43.64246,40
-79.39818,43.65828,-79.39852,43.65822,40
-79.40025,43.65797,-79.40067,43.65788,40
-79.40621,43.65677,-79.40647,43.65671,40
-79.37354,43.66096,-79.37296,43.66108,40
-79.37296,43.66108,-79.37266,43.66115,40
-79.37266,43.66115,-79.37224,43.66123,40
-79.37548,43.6605,-79.37514,43.6606,40
-79.37514,43.6606,-79.37486,43.66067,40
-79.37224,43.66123,-79.37185,43.66132,40
